Distance,Corr Dist,Corr Dist (Unstretched),Corr Speed,ABS Active,ABS Enabled,AID Allow Tire Blankets,AID Auto Blip,AID Auto Clutch,AID Auto Shift,AID Fuel Rate,AID Ideal Line,AID Mech Damage,AID Stability,AID Tire Wear Rate,Air Density,Air Temp,Ballast,Best Lap Delta,Best Lap Time,Brake Bias,Brake Pos,Brake Temp FL,Brake Temp FR,Brake Temp RL,Brake Temp RR,CG Accel Lateral,CG Accel Longitudinal,CG Accel Vertical,CG Height,Camber FL,Camber FR,Camber RL,Camber RR,Car Coord X,Car Coord Y,Car Coord Z,Car Damage Front,Car Damage Left,Car Damage Rear,Car Damage Right,Car Pos Norm,Caster FL,Caster FR,Chassis Pitch Angle,Chassis Pitch Rate,Chassis Roll Angle,Chassis Roll Rate,Chassis Velocity X,Chassis Velocity Y,Chassis Velocity Z,Chassis Yaw Rate,Clutch Pos,DRS Active,DRS Available,Drive Train Speed,ERS Heat Charging,ERS Is Charging,ERS Max Energy,ERS Power Level,ERS Recovery Level,Engine Brake Setting,Engine Limiter,Engine RPM,Flags,Fuel Level,Gear,Ground Speed,HR Sample Clock,In Pit,KERS Charge,KERS Deployed Energy,KERS Input,KERS Max Energy,LR Sample Clock,Lap Invalidated,Lap Time,Lap Time2,Last Lap Time,Last Sector Time,MR Sample Clock,Max Fuel,Max Power,Max RPM,Max Sus Travel FL,Max Sus Travel FR,Max Sus Travel RL,Max Sus Travel RR,Max Torque,Max Turbo Boost,Num Tires Off Track,Penalties Enabled,Position,Raw Data Sample Rate,Ride Height FL,Ride Height FR,Ride Height RL,Ride Height RR,Road Temp,Self Align Torque FL,Self Align Torque FR,Self Align Torque RL,Self Align Torque RR,Session Lap Count,Session Time Left,Steering Angle,Surface Grip,Suspension Travel FL,Suspension Travel FR,Suspension Travel RL,Suspension Travel RR,TC Active,TC Enabled,Throttle Pos,Tire Dirt Level FL,Tire Dirt Level FR,Tire Dirt Level RL,Tire Dirt Level RR,Tire Load FL,Tire Load FR,Tire Load RL,Tire Load RR,Tire Loaded Radius FL,Tire Loaded Radius FR,Tire Loaded Radius RL,Tire Loaded Radius RR,Tire Pressure FL,Tire Pressure FR,Tire Pressure RL,Tire Pressure RR,Tire Radius FL,Tire Radius FR,Tire Radius RL,Tire Radius RR,Tire Rubber Grip FL,Tire Rubber Grip FR,Tire Rubber Grip RL,Tire Rubber Grip RR,Tire Slip Angle FL,Tire Slip Angle FR,Tire Slip Angle RL,Tire Slip Angle RR,Tire Slip Ratio FL,Tire Slip Ratio FR,Tire Slip Ratio RL,Tire Slip Ratio RR,Tire Temp Core FL,Tire Temp Core FR,Tire Temp Core RL,Tire Temp Core RR,Tire Temp Inner FL,Tire Temp Inner FR,Tire Temp Inner RL,Tire Temp Inner RR,Tire Temp Middle FL,Tire Temp Middle FR,Tire Temp Middle RL,Tire Temp Middle RR,Tire Temp Outer FL,Tire Temp Outer FR,Tire Temp Outer RL,Tire Temp Outer RR,Toe In FL,Toe In FR,Toe In RL,Toe In RR,Turbo Boost,Wheel Angular Speed FL,Wheel Angular Speed FR,Wheel Angular Speed RL,Wheel Angular Speed RR,Wind Direction,Wind Speed
3352,3352,3352,228.9,0,1,1,1,1,1,0,0,0,100,1,1.15727,12,0,-4.6860,37.403,56.999999000,0.00,12,12,12,12,-3.219,0.5051,0.927,218.16,-2.1915,-3.109,-2.1811,-3.047,412.6,-183.46,12.537,0,0,0,0,0.3306,-10.15906,-10.15906,-5.130,15.82,4.088,-8.35,63.58,-0.798,-0.7299,32.83,100.00,0,0,198.51,0,0,0,0,0,0,0.0000,12928,0.0000,30,6.000,228.93,0.0000,0,0,0,0,0,0.0000,0,11.598,11.598,37.403,17.172,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-51.52,-51.52,-21.09,-21.09,13,-160.55,-35.26,-201.23,-43.41,1.0000,-49.00,20.96,100,15.955,5.593,47.02,32.45,0.0000,1,74.51,0,0.0000,0,0.0000,6507,3398,7893,5824,301.421,308.86,300.776,305.066,29.130,25.6852,30.454,29.1090,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-1.717,-1.517,-1.5861,-1.2548,-0.0816,-0.0804,0.75,1.17,95.561,74.032,103.839,95.431,90.688,64.177,100.838,88.936,86.077,59.777,94.450,82.197,83.629,57.743,89.646,77.400,1.864,-1.748,0.11550,0.14115,0,198.05,195.30,199.66,197.74,-359,21
3418,3418,3418,243.8,0,1,1,1,1,1,0,0,0,100,1,1.17127,12,0,-4.6140,37.403,56.999999000,0.00,12,12,12,12,-2.307,0.5213,-0.263,211.85,-2.0847,-3.199,-2.6315,-3.359,356.0,-214.98,7.149,0,0,0,0,0.3571,-10.15906,-10.15906,-5.027,4.17,2.074,1.68,67.70,-0.756,-0.6150,18.65,100.00,0,0,211.05,0,0,0,0,0,0,0.0000,13745,0.0000,30,6.000,243.75,0.0000,0,0,0,0,0,0.0000,0,12.597,12.597,37.403,17.172,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-50.49,-50.49,-34.99,-34.99,13,-119.23,-6.37,-190.11,-4.52,1.0000,-50.00,7.67,100,16.563,6.413,60.46,45.30,0.0000,1,80.78,0,0.0000,0,0.0000,5600,3122,7684,6595,303.582,309.51,301.053,302.998,29.149,25.6085,30.459,29.0663,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-1.072,-0.871,-1.2012,-0.8843,-0.0575,-0.0830,0.84,1.13,95.679,73.553,103.867,95.165,92.507,64.438,102.174,89.403,87.791,59.974,95.759,82.626,85.272,57.909,90.927,77.801,0.884,-0.714,0.09017,0.12170,0,209.94,208.16,211.54,210.41,-359,21
3488,3488,3488,262.9,0,1,1,1,1,1,0,0,0,100,1,1.13577,12,0,-4.5420,37.403,56.999999000,0.00,12,12,12,12,-1.650,0.4846,1.164,203.93,-2.1831,-3.025,-2.6347,-3.428,286.2,-226.99,2.307,0,0,0,0,0.3860,-10.15906,-10.15906,-3.922,8.56,0.140,-3.17,73.03,-0.729,-0.5486,3.44,100.00,0,0,227.16,0,0,0,0,0,0,0.0000,14794,0.0000,30,6.000,262.95,0.0000,0,0,0,0,0,0.0000,0,13.608,13.608,37.403,17.172,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-55.58,-55.58,-45.54,-45.54,13,-133.38,23.18,-203.23,53.82,1.0000,-51.01,0.09,100,16.038,9.321,65.41,48.61,0.0000,1,80.39,0,0.0000,0,0.0000,6901,5164,8675,7280,300.851,303.78,298.400,301.011,29.177,25.5612,30.478,29.0473,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.750,-0.449,-0.7822,-0.4916,-0.0575,-0.0618,0.74,0.89,95.856,73.258,103.990,95.046,92.661,64.415,102.599,89.706,87.925,59.925,96.178,82.903,85.375,57.855,91.323,78.058,0.234,0.015,0.07969,0.11542,0,225.63,225.27,227.11,227.10,-359,21
3565,3565,3565,284.9,0,1,1,1,1,1,0,0,0,100,1,1.05867,12,0,-4.5150,37.403,56.999999000,0.00,12,12,12,12,-0.282,0.1412,-0.012,191.54,-2.7227,-2.485,-3.4726,-3.473,210.5,-226.78,-1.002,0,0,0,0,0.4165,-10.15906,-10.15906,-1.652,2.33,0.023,-3.70,79.13,0.000,-0.3458,1.34,100.00,0,0,244.85,0,0,0,0,0,0,0.0000,15946,0.0000,30,6.000,284.87,0.0000,0,0,0,0,0,0.0000,0,14.598,14.598,37.403,17.172,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,66.66,-54.41,-54.41,-57.13,-57.13,13,-83.75,46.61,-171.11,165.89,1.0000,-52.00,5.16,100,13.179,13.412,70.30,69.19,0.0000,1,64.31,0,0.0000,0,0.0000,5268,5294,8911,8780,304.693,302.62,297.588,296.794,29.196,25.5607,30.510,29.0610,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.374,-0.080,-0.1322,0.1102,-0.0446,-0.0222,0.48,0.52,95.976,73.254,104.189,95.132,90.086,63.710,101.760,89.805,85.474,59.282,95.356,83.002,82.968,57.263,90.482,78.158,0.409,-0.122,0.06895,0.07164,0,243.97,244.06,244.92,244.92,-359,21
3642,3642,3642,272.8,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-4.4310,37.403,56.999999000,0.00,12,12,12,12,-0.059,-0.1331,-0.407,186.49,-2.6176,-2.661,-3.7019,-3.692,132.9,-223.19,-2.255,0,0,0,0,0.4477,-10.15906,-10.15906,-0.329,-2.36,-0.064,0.31,75.78,0.003,-0.1070,0.41,100.00,0,0,234.06,0,0,0,0,0,0,0.0000,15243,0.0000,30,6.000,272.82,0.0000,0,0,0,0,0,0.0000,0,15.606,15.606,37.403,17.172,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,66.66,-49.67,-49.67,-63.97,-63.97,13,-48.95,45.28,-187.21,184.31,1.0000,-53.00,-0.18,100,12.216,11.548,77.05,75.78,0.0000,1,51.77,0,0.0000,0,0.0000,4359,4002,9324,9228,307.276,307.01,296.283,295.436,29.206,25.5577,30.530,29.0649,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.082,0.104,-0.1015,0.0952,0.0092,0.0126,0.27,0.28,96.035,73.236,104.315,95.156,88.026,63.355,99.973,88.703,83.507,58.956,93.668,82.003,81.028,56.971,88.842,77.232,0.102,0.100,0.05186,0.05508,0,233.94,233.90,234.14,234.14,-359,21
3717,3717,3717,267.7,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-4.2780,37.403,56.999999000,0.00,12,12,12,12,-0.048,-0.1216,-0.563,194.47,-2.6623,-2.600,-3.3084,-3.234,58.0,-222.78,-2.431,0,0,0,0,0.4778,-10.15906,-10.15906,-0.329,-1.04,0.027,0.48,74.35,0.005,-0.5122,0.51,100.00,0,0,229.88,0,0,0,0,0,0,0.0000,14971,0.0000,30,6.000,267.66,0.0000,0,0,0,0,0,0.0000,0,16.602,16.602,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-52.38,-52.38,-45.34,-45.34,13,-60.12,58.50,-137.06,136.16,1.0000,-54.00,0.02,100,12.555,12.068,62.40,62.27,0.0000,1,52.94,0,0.0000,0,0.0000,4943,4874,7560,7643,305.673,304.20,301.071,299.908,29.183,25.5644,30.534,29.0668,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.116,0.127,-0.1533,0.1379,-0.0203,-0.0236,0.34,0.36,95.892,73.277,104.335,95.168,85.882,63.748,98.289,88.364,81.453,59.331,92.063,81.715,78.998,57.374,87.271,76.983,0.123,0.105,0.08629,0.08666,0,229.47,229.42,229.91,229.91,-359,21
3791,3791,3791,266.3,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-4.1160,37.403,56.999999000,0.00,12,12,12,12,-0.091,0.0217,0.697,189.47,-2.5692,-2.740,-3.4734,-3.544,-16.2,-225.38,-2.258,0,0,0,0,0.5077,-10.15906,-10.15906,0.200,-1.60,-0.246,0.74,73.98,-0.005,-0.3141,0.63,100.00,0,0,228.84,0,0,0,0,0,0,0.0000,14903,0.0000,30,6.000,266.32,0.0000,0,0,0,0,0,0.0000,0,17.607,17.607,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,55.55,-49.62,-49.62,-55.42,-55.42,13,-56.61,48.26,-162.20,154.09,1.0000,-55.01,0.04,100,11.899,10.146,71.40,69.09,0.0000,1,57.65,0,0.0000,0,0.0000,4955,4402,8463,8174,306.328,306.54,298.474,298.208,29.148,25.5574,30.525,29.0588,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.105,0.064,-0.1365,0.1049,-0.0098,-0.0097,0.38,0.40,95.675,73.234,104.282,95.118,83.673,63.276,96.673,87.567,79.351,58.903,90.541,81.003,76.939,56.984,85.800,76.334,0.105,0.046,0.06605,0.07151,0,228.34,228.28,228.86,228.86,-359,21
3865,3865,3865,265.4,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-3.9840,37.403,56.999999000,0.00,12,12,12,12,-0.061,0.0032,0.660,192.94,-2.6530,-2.693,-3.2226,-3.183,-89.5,-227.13,-1.310,0,0,0,0,0.5372,-10.15906,-10.15906,0.793,3.21,-0.008,-0.42,73.72,-0.004,-0.5195,0.45,100.00,0,0,228.22,0,0,0,0,0,0,0.0000,14863,0.0000,30,6.000,265.41,0.0000,0,0,0,0,0,0.0000,0,18.597,18.597,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,166.66,-51.37,-51.37,-43.57,-43.57,13,-61.63,56.97,-143.11,138.26,1.0000,-56.00,0.00,100,11.982,11.286,60.16,59.91,0.0000,1,57.65,0,0.0000,0,0.0000,5138,4807,7928,7834,305.717,304.90,300.185,299.457,29.108,25.5467,30.510,29.0489,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.116,0.111,-0.1557,0.1351,-0.0187,-0.0232,0.41,0.42,95.422,73.166,104.189,95.056,81.908,62.656,95.341,86.807,77.669,58.335,89.281,80.318,75.285,56.454,84.573,75.697,0.104,0.084,0.09114,0.09177,0,227.63,227.57,228.25,228.25,-359,21
3939,3939,3939,270.1,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-3.8880,37.403,56.999999000,0.00,12,12,12,12,-0.110,0.1294,-0.340,183.22,-2.4122,-2.888,-3.6624,-3.689,-164.5,-227.93,0.586,0,0,0,0,0.5673,-10.15906,-10.15906,2.017,-1.13,-0.063,4.04,75.01,0.006,-0.3364,1.59,100.00,0,0,232.54,0,0,0,0,0,0,0.0000,15144,0.0000,30,6.000,270.05,0.0000,0,0,0,0,0,0.0000,0,19.608,19.608,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-52.36,-52.36,-50.81,-50.81,13,-65.62,52.17,-172.32,157.44,1.0000,-57.01,0.13,100,14.604,10.283,68.87,71.83,0.0000,1,70.59,0,0.0000,0,0.0000,5360,4397,8658,8339,304.376,305.83,298.517,297.452,29.054,25.5376,30.490,29.0411,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.162,0.075,-0.1710,0.0740,-0.0273,-0.0313,0.57,0.64,95.086,73.110,104.063,95.007,80.013,62.261,94.294,86.475,75.862,57.977,88.278,80.026,73.511,56.127,83.581,75.429,0.193,0.043,0.07227,0.06567,0,231.49,231.35,232.50,232.50,-359,21
4015,4015,4015,274.7,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-3.8280,37.403,56.999999000,0.00,12,12,12,12,-0.052,0.1411,0.756,180.84,-2.7222,-2.648,-3.5410,-3.428,-239.5,-228.18,4.520,0,0,0,0,0.5976,-10.15906,-10.15906,3.395,1.57,0.055,-1.15,76.31,0.005,-0.3987,0.39,100.00,0,0,236.50,0,0,0,0,0,0,0.0000,15402,0.0000,30,6.000,274.70,0.0000,0,0,0,0,0,0.0000,0,20.601,20.601,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-53.05,-53.05,-53.04,-53.04,13,-67.56,65.30,-160.99,157.33,1.0000,-58.00,0.00,100,12.390,12.100,67.56,67.12,0.0000,1,70.20,0,0.0000,0,0.0000,5474,5308,8480,8428,304.894,303.49,298.592,297.765,29.001,25.5337,30.473,29.0388,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.116,0.138,-0.1272,0.1305,-0.0274,-0.0335,0.59,0.60,94.754,73.086,103.956,94.993,78.416,61.850,93.497,86.316,74.331,57.599,87.487,79.874,72.001,55.780,82.766,75.275,0.117,0.108,0.07538,0.07650,0,235.41,235.36,236.47,236.47,-359,21
4092,4092,4092,278.1,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-3.7740,37.403,56.999999000,0.00,12,12,12,12,-1.342,0.0480,-0.673,174.11,-2.1852,-3.113,-3.4383,-3.792,-315.6,-226.17,10.053,0,0,0,0,0.6285,-10.15906,-10.15906,4.586,-5.44,2.619,5.84,77.24,-0.319,-0.3142,10.06,100.00,0,0,239.32,0,0,0,0,0,0,0.0000,15586,0.0000,30,6.000,278.06,0.0000,0,0,0,0,0,0.0000,0,21.597,21.597,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,66.66,-53.77,-53.77,-56.03,-56.03,13,-125.88,15.29,-186.21,97.66,1.0000,-58.99,6.31,100,16.650,8.761,79.03,70.41,0.0000,1,70.20,0,0.0000,0,0.0000,6533,4235,8031,7710,301.309,306.77,299.696,299.564,28.953,25.5223,30.458,29.0399,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.750,-0.507,-0.5623,-0.3111,-0.0471,-0.0237,0.51,0.76,94.455,73.014,103.866,94.999,77.563,61.445,93.019,86.320,73.506,57.222,86.995,79.864,71.180,55.424,82.237,75.246,0.723,-0.476,0.04706,0.07008,0,238.45,237.66,239.43,239.11,-359,21
4169,4169,4169,276.0,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-3.7380,37.403,56.999999000,0.00,12,12,12,12,-4.584,0.0297,0.517,179.75,-1.5470,-3.682,-2.7291,-4.313,-390.5,-206.86,16.093,0,0,0,0,0.6598,-10.15906,-10.15906,2.853,-2.98,4.645,2.56,76.64,-1.661,-0.3855,31.20,100.00,0,0,237.56,0,0,0,0,0,0,0.0000,15471,0.0000,30,6.000,275.98,0.0000,0,0,0,0,0,0.0000,0,22.608,22.608,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-53.39,-53.39,-56.29,-56.29,13,-187.82,-47.43,-261.68,-72.42,1.0000,-60.01,26.64,100,22.717,1.779,86.75,53.64,0.0000,1,69.41,0,0.0000,0,0.0000,8243,3006,9532,7273,296.967,311.09,295.886,300.582,28.944,25.4790,30.457,29.0335,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-3.065,-2.879,-1.9343,-1.7106,-0.0837,-0.0481,0.53,0.79,94.402,72.744,103.855,94.959,81.192,62.519,95.418,87.766,76.954,58.143,89.225,81.111,74.548,56.267,84.314,76.326,2.497,-2.322,0.02484,0.10769,0,237.28,234.67,238.72,236.43,-359,21
4245,4245,4245,273.8,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-3.8010,37.403,56.999999000,0.00,12,12,12,12,-4.779,0.0115,0.430,178.89,-1.6008,-3.616,-2.9380,-4.415,-446.9,-157.29,19.352,0,0,0,0,0.6900,-10.15906,-10.15906,2.111,-1.51,3.888,4.18,76.03,-1.732,-0.2930,35.66,100.00,0,0,235.80,0,0,0,0,0,0,0.0000,15357,0.0000,30,6.000,273.76,0.0000,0,0,0,0,0,0.0000,0,23.604,23.604,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-55.16,-55.16,-60.12,-60.12,13,-188.47,-58.20,-237.14,-84.49,1.0000,-61.00,28.18,100,23.354,2.347,91.61,59.13,0.0000,1,69.02,0,0.0000,0,0.0000,8558,3453,9091,7315,296.128,309.48,297.294,300.797,28.997,25.4414,30.489,29.0401,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-3.230,-3.018,-2.0844,-1.8705,-0.1174,-0.0466,0.56,0.82,94.728,72.508,104.056,95.001,87.928,64.766,100.019,90.861,83.390,60.097,93.513,83.778,80.868,58.069,88.338,78.643,2.703,-2.496,0.01141,0.09718,0,235.49,232.57,237.16,234.48,-359,21
4321,4321,4321,274.0,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-3.9060,37.403,56.999999000,0.00,12,12,12,12,-3.775,0.1371,0.312,194.19,-1.6556,-3.612,-2.5896,-3.916,-472.2,-86.53,20.293,0,0,0,0,0.7203,-10.15906,-10.15906,-1.530,5.93,1.253,-4.84,76.09,-1.524,-0.4812,26.16,100.00,0,0,236.19,0,0,0,0,0,0,0.0000,15382,0.0000,30,6.000,274.00,0.0000,0,0,0,0,0,0.0000,0,24.600,24.600,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-58.46,-58.46,-47.54,-47.54,13,-241.97,-35.91,-238.61,-53.31,1.0000,-62.00,9.26,100,21.277,6.000,76.60,48.30,0.0000,1,69.02,0,0.0000,0,0.0000,9182,4476,8887,6921,294.129,306.05,298.221,302.555,29.053,25.4095,30.527,29.0476,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-1.734,-1.406,-1.7467,-1.4700,-0.0751,-0.0641,0.55,0.88,95.080,72.310,104.295,95.047,91.564,65.895,102.749,92.322,86.844,61.071,96.082,85.036,84.233,58.963,90.770,79.734,1.170,-0.879,0.05213,0.11687,0,235.84,233.50,237.00,235.42,-359,21
4398,4398,4398,279.0,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-3.9930,37.403,56.999999000,0.00,12,12,12,12,-0.113,0.1838,0.617,197.66,-2.6209,-2.600,-3.3658,-3.337,-473.2,-9.94,17.501,0,0,0,0,0.7512,-10.15906,-10.15906,-3.520,4.12,-0.027,0.35,77.49,-0.013,-0.4344,0.65,100.00,0,0,240.07,0,0,0,0,0,0,0.0000,15635,0.0000,30,6.000,278.97,0.0000,0,0,0,0,0,0.0000,0,25.599,25.599,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-56.89,-56.89,-50.18,-50.18,13,-84.92,78.81,-164.37,157.53,1.0000,-63.00,0.03,100,14.069,13.134,64.91,64.48,0.0000,1,69.41,0,0.0000,0,0.0000,6302,6114,8707,8654,302.364,300.89,298.389,297.469,29.089,25.4153,30.566,29.0716,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-0.181,0.158,-0.1585,0.1140,-0.0407,-0.0466,0.55,0.58,95.308,72.345,104.536,95.198,90.308,65.326,102.178,91.965,85.644,60.551,95.534,84.704,83.047,58.477,90.225,79.419,0.169,0.137,0.08132,0.08243,0,239.02,238.95,240.07,240.07,-359,21
4477,4477,4477,284.8,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-4.0620,37.403,56.999999000,0.00,12,12,12,12,-3.895,0.1858,1.124,192.07,-1.5074,-3.826,-3.1838,-4.354,-467.8,68.17,11.319,0,0,0,0,0.7831,-10.15906,-10.15906,-5.204,6.76,-0.937,3.48,79.11,-1.043,0.0267,28.84,100.00,0,0,244.88,0,0,0,0,0,0,0.0000,15948,0.0000,30,6.000,284.80,0.0000,0,0,0,0,0,0.0000,0,26.601,26.601,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,83.33,-54.28,-54.28,-66.81,-66.81,13,-214.50,-26.38,-352.02,-20.08,1.0000,-64.00,20.29,100,23.869,3.575,92.59,67.53,0.0000,1,70.59,0,0.0000,0,0.0000,8146,2394,11800,9923,296.270,312.18,290.425,293.956,29.119,25.4202,30.600,29.0983,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-2.170,-1.913,-1.3310,-1.1983,-0.0413,-0.0169,0.42,0.59,95.496,72.376,104.752,95.364,89.520,65.049,101.710,91.831,84.889,60.293,95.070,84.576,82.298,58.236,89.743,79.293,2.028,-1.753,0.00791,0.07846,0,245.12,242.76,246.01,243.82,-359,21
4556,4556,4556,287.6,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-4.0920,37.403,56.999999000,0.00,12,12,12,12,-4.501,0.1374,-0.568,196.73,-1.3686,-3.840,-3.1865,-4.651,-443.2,142.80,2.581,0,0,0,0,0.8150,-10.15906,-10.15906,-6.309,0.31,2.683,4.29,79.88,-1.955,-0.3375,34.92,100.00,0,0,247.61,0,0,0,0,0,0,0.0000,16126,0.0000,30,6.000,287.64,0.0000,0,0,0,0,0,0.0000,0,27.597,27.597,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-51.55,-51.55,-68.41,-68.41,13,-160.68,-22.45,-240.95,-92.10,1.0000,-65.00,24.31,100,24.413,2.460,100.26,66.45,0.0000,1,70.20,0,0.0000,0,0.0000,7111,1563,9267,7635,299.612,314.29,296.509,299.343,29.206,25.4124,30.653,29.1358,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-3.034,-2.805,-2.1153,-1.9497,-0.0565,-0.0445,0.57,0.74,96.038,72.327,105.081,95.599,93.717,66.224,104.307,94.094,88.936,61.294,97.444,86.537,86.294,59.141,91.907,81.005,2.361,-2.113,-0.01511,0.08205,0,247.50,244.48,249.01,246.10,-359,21
4636,4636,4636,288.1,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-4.0740,37.403,56.999999000,0.00,12,12,12,12,-3.816,0.0184,-0.456,181.92,-1.6778,-3.532,-3.2396,-4.460,-384.4,196.34,-1.963,0,0,0,0,0.8471,-10.15906,-10.15906,-0.727,-0.78,2.156,4.31,80.02,-1.206,-0.2273,26.03,100.00,0,0,248.05,0,0,0,0,0,0,0.0000,16154,0.0000,30,6.000,288.11,0.0000,0,0,0,0,0,0.0000,0,28.605,28.605,37.403,15.833,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,5.0000,111.11,-59.75,-59.75,-65.35,-65.35,13,-246.91,-56.91,-237.00,-12.92,1.0000,-66.00,15.51,100,23.177,5.631,94.41,67.83,0.0000,1,71.37,0,0.0000,0,0.0000,9233,5164,8681,6946,294.384,304.46,297.935,301.606,29.374,25.4439,30.745,29.1989,319.999993000,319.999993000,319.999993000,319.999993000,100.0000,100.00000,100.0000,100.0000,-1.969,-1.633,-1.4218,-1.2297,-0.0936,-0.0361,0.51,0.80,97.089,72.525,105.657,95.993,99.335,68.504,108.184,97.265,94.347,63.277,100.997,89.270,91.616,60.966,95.159,83.368,1.646,-1.319,0.00324,0.07764,0,247.56,245.46,248.78,247.06,-359,21
