Distance,Corr Dist,Corr Dist (Unstretched),Corr Speed,ABS Active,ABS Enabled,AID Allow Tire Blankets,AID Auto Blip,AID Auto Clutch,AID Auto Shift,AID Fuel Rate,AID Ideal Line,AID Mech Damage,AID Stability,AID Tire Wear Rate,Air Density,Air Temp,Ballast,Best Lap Delta,Best Lap Time,Brake Bias,Brake Pos,Brake Temp FL,Brake Temp FR,Brake Temp RL,Brake Temp RR,CG Accel Lateral,CG Accel Longitudinal,CG Accel Vertical,CG Height,Camber FL,Camber FR,Camber RL,Camber RR,Car Coord X,Car Coord Y,Car Coord Z,Car Damage Front,Car Damage Left,Car Damage Rear,Car Damage Right,Car Pos Norm,Caster FL,Caster FR,Chassis Pitch Angle,Chassis Pitch Rate,Chassis Roll Angle,Chassis Roll Rate,Chassis Velocity X,Chassis Velocity Y,Chassis Velocity Z,Chassis Yaw Rate,Clutch Pos,DRS Active,DRS Available,Drive Train Speed,ERS Heat Charging,ERS Is Charging,ERS Max Energy,ERS Power Level,ERS Recovery Level,Engine Brake Setting,Engine Limiter,Engine RPM,Flags,Fuel Level,Gear,Ground Speed,HR Sample Clock,In Pit,KERS Charge,KERS Deployed Energy,KERS Input,KERS Max Energy,LR Sample Clock,Lap Invalidated,Lap Time,Lap Time2,Last Lap Time,Last Sector Time,MR Sample Clock,Max Fuel,Max Power,Max RPM,Max Sus Travel FL,Max Sus Travel FR,Max Sus Travel RL,Max Sus Travel RR,Max Torque,Max Turbo Boost,Num Tires Off Track,Penalties Enabled,Position,Raw Data Sample Rate,Ride Height FL,Ride Height FR,Ride Height RL,Ride Height RR,Road Temp,Self Align Torque FL,Self Align Torque FR,Self Align Torque RL,Self Align Torque RR,Session Lap Count,Session Time Left,Steering Angle,Surface Grip,Suspension Travel FL,Suspension Travel FR,Suspension Travel RL,Suspension Travel RR,TC Active,TC Enabled,Throttle Pos,Tire Dirt Level FL,Tire Dirt Level FR,Tire Dirt Level RL,Tire Dirt Level RR,Tire Load FL,Tire Load FR,Tire Load RL,Tire Load RR,Tire Loaded Radius FL,Tire Loaded Radius FR,Tire Loaded Radius RL,Tire Loaded Radius RR,Tire Pressure FL,Tire Pressure FR,Tire Pressure RL,Tire Pressure RR,Tire Radius FL,Tire Radius FR,Tire Radius RL,Tire Radius RR,Tire Rubber Grip FL,Tire Rubber Grip FR,Tire Rubber Grip RL,Tire Rubber Grip RR,Tire Slip Angle FL,Tire Slip Angle FR,Tire Slip Angle RL,Tire Slip Angle RR,Tire Slip Ratio FL,Tire Slip Ratio FR,Tire Slip Ratio RL,Tire Slip Ratio RR,Tire Temp Core FL,Tire Temp Core FR,Tire Temp Core RL,Tire Temp Core RR,Tire Temp Inner FL,Tire Temp Inner FR,Tire Temp Inner RL,Tire Temp Inner RR,Tire Temp Middle FL,Tire Temp Middle FR,Tire Temp Middle RL,Tire Temp Middle RR,Tire Temp Outer FL,Tire Temp Outer FR,Tire Temp Outer RL,Tire Temp Outer RR,Toe In FL,Toe In FR,Toe In RL,Toe In RR,Turbo Boost,Wheel Angular Speed FL,Wheel Angular Speed FR,Wheel Angular Speed RL,Wheel Angular Speed RR,Wind Direction,Wind Speed
8668,8668,8668,339.0,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-1.1880,30.009,56.999999000,0.00,12,12,12,12,-0.009,0.3227,0.019,178.93,-2.3218,-2.485,-3.6107,-3.854,71.1,-228.11,-2.476,0,0,0,0,0.4726,-10.15906,-10.15906,-0.056,0.59,0.104,-0.07,94.16,-0.043,-0.0245,0.10,100.00,0,0,291.41,0,0,0,0,0,0,0.0000,15873,0.0000,30,8.000,338.96,0.0000,0,0,0,0,0,0.0000,0,13.266,13.266,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,111.11,-56.42,-56.42,-71.24,-71.24,13,-80.75,84.21,-189.15,193.57,3.0000,-114.00,-0.50,100,14.737,14.281,85.04,85.03,0.0000,1,100.00,0,0.0000,0,0.0000,6556,6441,9845,9901,303.186,300.91,297.029,295.664,32.099,26.8615,32.736,31.1026,319.999993000,319.999993000,319.999993000,319.999993000,99.8223,100.00000,99.7959,99.9219,-0.169,0.189,-0.1158,0.0601,-0.0444,-0.0517,0.79,0.80,114.118,81.384,118.098,107.892,101.547,71.241,111.680,103.233,97.331,65.945,104.222,94.595,93.534,63.304,96.569,87.003,0.147,0.212,0.03259,0.03263,0,289.51,289.48,291.34,291.34,-359,21
8761,8761,8761,330.1,0,1,1,1,1,1,0,0,0,100,1,1.20504,12,0,-1.1820,30.009,56.999999000,0.00,12,12,12,12,-0.236,0.3592,0.073,180.21,-2.5366,-2.658,-3.9108,-3.884,-22.8,-227.23,-2.232,0,0,0,0,0.5103,-10.15906,-10.15906,0.283,-1.46,-0.090,3.58,91.70,-0.075,0.0616,1.49,100.00,0,0,283.90,0,0,0,0,0,0,0.0000,15464,0.0000,30,8.000,330.11,0.0000,0,0,0,0,0,0.0000,0,14.268,14.268,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-55.55,-55.55,-66.77,-66.77,13,-94.19,78.08,-202.07,185.84,3.0000,-115.00,0.02,100,14.646,12.477,82.16,81.37,0.0000,1,100.00,0,0.0000,0,0.0000,6914,6456,9746,9843,302.772,301.44,297.399,295.857,32.100,26.9318,32.766,31.1537,319.999993000,319.999993000,319.999993000,319.999993000,99.8213,100.00000,99.7934,99.9186,-0.212,0.091,-0.1737,0.0122,-0.0471,-0.0550,0.78,0.84,114.128,81.823,118.287,108.211,97.629,71.435,108.967,101.918,93.549,66.200,101.653,93.451,89.849,63.618,94.123,85.987,0.186,0.117,0.04006,0.04264,0,282.05,281.89,283.87,283.87,-359,21
8855,8855,8855,341.3,0,1,1,1,1,1,0,0,0,100,1,1.10583,12,0,-1.1460,30.009,56.999999000,0.00,12,12,12,12,-0.166,0.3467,0.924,174.20,-2.5859,-2.564,-4.0606,-3.917,-115.4,-227.07,-0.800,0,0,0,0,0.5477,-10.15906,-10.15906,1.161,2.91,0.221,0.86,94.80,-0.032,-0.0168,0.87,100.00,0,0,293.36,0,0,0,0,0,0,0.0000,15979,0.0000,30,8.000,341.27,0.0000,0,0,0,0,0,0.0000,0,15.264,15.264,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-59.72,-59.72,-71.14,-71.14,13,-108.24,99.26,-212.90,204.59,3.0000,-116.00,-0.17,100,16.242,14.881,84.73,83.89,0.0000,1,100.00,0,0.0000,0,0.0000,7500,7173,10197,10313,300.812,298.75,296.234,294.887,32.083,26.9745,32.783,31.1941,319.999993000,319.999993000,319.999993000,319.999993000,99.8195,100.00000,99.7896,99.9150,-0.226,0.199,-0.1200,0.0534,-0.0474,-0.0550,0.76,0.79,114.017,82.090,118.394,108.463,94.615,70.268,107.207,100.925,90.643,65.170,99.983,92.584,87.017,62.662,92.519,85.207,0.219,0.202,0.03310,0.03565,0,291.51,291.41,293.28,293.28,-359,21
8951,8951,8951,350.0,0,1,1,1,1,1,0,0,0,100,1,1.23096,12,0,-1.1130,30.009,56.999999000,0.00,12,12,12,12,-0.216,-0.6259,2.250,162.53,-2.5539,-2.457,-4.0607,-3.955,-211.6,-224.53,2.771,0,0,0,0,0.5863,-10.15906,-10.15906,3.102,9.30,0.121,-2.05,97.22,-0.050,-0.3326,1.64,100.00,0,0,298.82,0,0,0,0,0,0,0.0000,16276,0.0000,30,8.000,349.98,0.0000,0,0,0,0,0,0.0000,0,16.263,16.263,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,111.11,-68.76,-68.76,-75.40,-75.40,13,-153.63,139.84,-250.71,234.07,3.0000,-117.00,0.03,100,20.148,18.886,86.26,86.61,0.0000,1,44.71,0,0.0000,0,0.0000,9039,8664,11249,11199,296.076,293.23,293.955,292.599,32.051,27.0359,32.795,31.2374,319.999993000,319.999993000,319.999993000,319.999993000,99.8183,100.00000,99.7860,99.9112,-0.350,0.316,-0.1372,0.0341,-0.0071,-0.0099,0.08,0.13,113.819,82.474,118.472,108.734,91.262,70.039,105.278,99.919,87.407,65.019,98.141,91.710,83.866,62.566,90.742,84.426,0.347,0.305,0.02679,0.02626,0,299.28,299.13,299.01,299.01,-359,21
9043,9043,9043,318.0,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-1.0590,30.009,56.999999000,0.00,12,12,12,12,-0.691,-0.7676,-1.884,176.30,-2.4550,-2.817,-3.8731,-4.037,-303.8,-222.90,8.932,0,0,0,0,0.6237,-10.15906,-10.15906,4.170,-13.56,2.182,0.36,88.33,-0.220,-0.5753,6.97,100.00,0,0,270.66,0,0,0,0,0,0,0.0000,14743,0.0000,30,8.000,317.99,0.0000,0,0,0,0,0,0.0000,0,17.259,17.259,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,111.11,-47.73,-47.73,-60.86,-60.86,13,-71.27,21.54,-129.20,91.19,3.0000,-118.00,3.92,100,14.435,10.446,85.85,83.33,0.0000,1,0.00,0,0.0000,0,0.0000,4608,3491,6167,5722,308.276,309.94,304.973,304.885,31.999,27.0808,32.775,31.2512,319.999993000,319.999993000,319.999993000,319.999993000,99.8168,100.00000,99.7848,99.9103,-0.498,-0.257,-0.3855,-0.1347,0.0335,0.0682,-0.31,-0.08,113.492,82.755,118.345,108.820,88.715,69.633,102.254,97.457,84.951,64.689,95.314,89.510,81.473,62.282,88.104,82.440,0.486,-0.251,0.02762,0.03573,0,272.25,271.74,271.01,270.98,-359,21
9127,9127,9127,285.8,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.9570,30.009,56.999999000,0.00,12,12,12,12,-5.546,-0.8258,0.696,179.13,-1.4647,-3.711,-2.5595,-4.432,-386.0,-208.02,15.740,0,0,0,0,0.6580,-10.15906,-10.15906,2.985,4.32,4.514,-6.08,79.37,-1.878,-0.3642,47.39,100.00,0,0,243.99,0,0,0,0,0,0,0.0000,13290,0.0000,30,8.000,285.82,0.0000,0,0,0,0,0,0.0000,0,18.267,18.267,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-55.82,-55.82,-55.23,-55.23,13,-194.73,-51.90,-277.18,-104.50,3.0000,-119.00,31.93,100,25.455,2.056,87.16,50.45,0.0000,1,0.00,0,0.0000,0,0.0000,9645,3090,10662,7409,295.169,310.76,295.166,301.956,31.959,27.0381,32.738,31.2220,319.999993000,319.999993000,319.999993000,319.999993000,99.8052,100.00000,99.7760,99.9043,-3.531,-3.267,-2.2609,-2.0615,-0.0655,0.1073,-0.33,0.00,113.242,82.488,118.113,108.638,92.857,70.561,104.297,98.267,88.979,65.492,97.276,90.218,85.369,62.983,89.950,83.028,3.194,-2.950,0.02145,0.11253,0,246.60,242.83,245.95,242.57,-359,21
9203,9203,9203,267.1,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.8610,30.009,56.999999000,0.00,12,12,12,12,-4.674,-0.0186,1.064,176.53,-1.4740,-3.752,-2.9488,-4.566,-444.0,-160.89,19.111,0,0,0,0,0.6881,-10.15906,-10.15906,2.468,2.47,3.647,-1.50,74.19,-1.344,-0.1701,36.18,100.00,0,0,229.76,0,0,0,0,0,0,0.0000,12514,0.0000,30,8.000,267.14,0.0000,0,0,0,0,0,0.0000,0,19.260,19.260,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-52.78,-52.78,-65.83,-65.83,13,-208.05,-35.83,-306.45,-69.63,3.0000,-120.00,25.81,100,23.901,1.854,95.38,61.34,0.0000,1,67.45,0,0.0000,0,0.0000,8512,2521,10944,8424,297.951,312.59,294.279,299.220,31.930,26.9761,32.710,31.1830,319.999993000,319.999993000,319.999993000,319.999993000,99.7941,100.00000,99.7663,99.8977,-2.678,-2.465,-1.7957,-1.6335,-0.0374,-0.0180,0.37,0.56,113.066,82.100,117.937,108.394,96.843,71.574,107.163,99.654,92.856,66.371,100.047,91.459,89.124,63.762,92.591,84.113,2.468,-2.257,-0.00074,0.09226,0,230.39,227.30,231.29,228.36,-359,21
9277,9277,9277,266.2,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.8700,30.009,56.999999000,0.00,12,12,12,12,-0.638,0.3708,-0.765,197.41,-2.6856,-2.569,-3.0049,-3.446,-468.0,-92.22,20.231,0,0,0,0,0.7177,-10.15906,-10.15906,-1.121,-1.68,2.691,-6.38,73.94,-0.217,-0.5329,3.27,100.00,0,0,230.01,0,0,0,0,0,0,0.0000,12528,0.0000,30,8.000,266.19,0.0000,0,0,0,0,0,0.0000,0,20.259,20.259,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-52.65,-52.65,-47.62,-47.62,13,-81.92,44.34,-145.58,95.08,3.0000,-121.00,1.71,100,12.974,12.081,65.62,58.54,0.0000,1,90.98,0,0.0000,0,0.0000,5366,5099,7734,6695,306.020,303.92,302.079,303.593,31.904,26.9023,32.684,31.1363,319.999993000,319.999993000,319.999993000,319.999993000,99.7837,100.00000,99.7571,99.8917,-0.356,-0.101,-0.3616,-0.0589,-0.0562,-0.0570,0.88,1.01,112.898,81.639,117.775,108.102,100.128,72.014,109.437,100.473,96.038,66.739,102.293,92.213,92.194,64.066,94.781,84.796,0.269,-0.028,0.08009,0.09583,0,228.14,227.86,229.82,229.82,-359,21
9353,9353,9353,283.9,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.9840,30.009,56.999999000,0.00,12,12,12,12,-0.837,0.5422,-0.016,200.69,-2.5029,-2.842,-3.3388,-3.554,-472.6,-16.02,17.831,0,0,0,0,0.7488,-10.15906,-10.15906,-3.261,-6.13,-0.080,0.47,78.87,-0.237,-0.3690,5.77,100.00,0,0,244.93,0,0,0,0,0,0,0.0000,13341,0.0000,30,8.000,283.93,0.0000,0,0,0,0,0,0.0000,0,21.261,21.261,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-47.66,-47.66,-51.99,-51.99,13,-79.31,20.96,-183.52,117.97,3.0000,-122.00,3.80,100,12.609,8.642,70.97,65.40,0.0000,1,100.00,0,0.0000,0,0.0000,5065,4014,8671,8277,307.209,308.37,299.637,299.653,31.845,26.8699,32.659,31.1103,319.999993000,319.999993000,319.999993000,319.999993000,99.7820,100.00000,99.7536,99.8886,-0.476,-0.338,-0.4115,-0.1402,-0.0495,-0.0509,0.81,1.04,112.530,81.437,117.618,107.939,97.609,70.738,108.205,99.679,93.606,65.593,101.174,91.551,89.836,62.990,93.769,84.249,0.421,-0.295,0.06767,0.08179,0,243.13,242.62,244.83,244.83,-359,21
9431,9431,9431,271.7,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-1.0980,30.009,56.999999000,0.00,12,12,12,12,-1.534,-0.5708,-0.653,209.39,-2.2872,-2.868,-3.0852,-3.333,-467.3,61.48,11.944,0,0,0,0,0.7805,-10.15906,-10.15906,-6.050,-2.32,-0.407,1.65,75.48,-0.452,-0.6584,12.24,100.00,0,0,232.06,0,0,0,0,0,0,0.0000,12640,0.0000,30,8.000,271.73,0.0000,0,0,0,0,0,0.0000,0,22.260,22.260,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,166.66,-56.12,-56.12,-38.33,-38.33,13,-143.59,16.46,-146.24,53.44,3.0000,-123.00,6.22,100,16.251,9.635,63.33,57.14,0.0000,1,0.00,0,0.0000,0,0.0000,7147,5849,6624,6340,301.511,302.55,304.573,304.668,31.794,26.8322,32.629,31.0801,319.999993000,319.999993000,319.999993000,319.999993000,99.7791,100.00000,99.7501,99.8865,-0.803,-0.510,-0.7373,-0.4186,-0.0327,-0.0064,-0.36,-0.03,112.210,81.201,117.433,107.751,96.187,69.900,106.975,98.208,92.226,64.835,100.054,90.258,88.489,62.272,92.754,83.112,0.717,-0.454,0.08281,0.09758,0,233.35,232.39,232.29,231.97,-359,21
9504,9504,9504,255.8,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-1.1220,30.009,56.999999000,0.00,12,12,12,12,-2.167,-0.4477,1.499,198.78,-2.0727,-3.126,-3.3015,-3.928,-445.9,130.73,3.676,0,0,0,0,0.8104,-10.15906,-10.15906,-6.674,8.50,4.214,2.68,71.06,-0.373,-0.2207,18.11,100.00,0,0,219.01,0,0,0,0,0,0,0.0000,12967,0.0000,30,7.000,255.82,0.0000,0,0,0,0,0,0.0000,0,23.262,23.262,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,111.11,-56.13,-56.13,-60.15,-60.15,13,-151.73,4.54,-266.42,82.10,3.0000,-124.00,10.19,100,19.654,8.939,80.16,68.70,0.0000,1,4.71,0,0.0000,0,0.0000,6977,4244,10259,8794,300.958,306.46,295.861,298.063,31.744,26.7727,32.583,31.0328,319.999993000,319.999993000,319.999993000,319.999993000,99.7749,100.00000,99.7461,99.8840,-1.006,-0.658,-0.7652,-0.5686,0.0009,0.0162,-0.23,-0.01,111.899,80.829,117.144,107.455,95.959,69.313,106.334,97.239,92.008,64.295,99.493,89.428,88.278,61.749,92.273,82.407,1.127,-0.789,0.04149,0.07273,0,220.48,218.97,219.69,218.58,-359,21
9573,9573,9573,246.4,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-1.0620,30.009,56.999999000,0.00,12,12,12,12,-1.388,0.3134,-0.495,198.22,-2.5555,-2.703,-3.2829,-3.582,-403.9,184.62,-1.416,0,0,0,0,0.8381,-10.15906,-10.15906,-2.248,-4.75,2.994,-2.30,68.44,-0.151,-0.4271,10.96,100.00,0,0,212.78,0,0,0,0,0,0,0.0000,12598,0.0000,30,7.000,246.39,0.0000,0,0,0,0,0,0.0000,0,24.267,24.267,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-50.24,-50.24,-49.85,-49.85,13,-106.02,-8.19,-156.60,87.58,3.0000,-125.00,13.14,100,13.572,9.071,71.06,64.25,0.0000,1,79.61,0,0.0000,0,0.0000,5263,4353,7422,6837,306.128,306.95,302.368,302.855,31.724,26.7174,32.556,30.9890,319.999993000,319.999993000,319.999993000,319.999993000,99.7663,100.00000,99.7388,99.8790,-0.918,-0.739,-0.4817,-0.2046,-0.0755,-0.0145,0.62,0.96,111.778,80.484,116.972,107.181,98.752,70.059,108.163,98.288,94.708,64.947,101.247,90.372,90.891,62.339,93.935,83.248,1.064,-0.900,0.06698,0.08401,0,211.51,210.88,212.75,212.49,-359,21
9644,9644,9644,265.7,0,1,1,1,1,1,0,0,0,100,1,1.21235,12,0,-0.9750,30.009,56.999999000,0.00,12,12,12,12,-4.909,0.3806,-0.316,200.55,-2.0441,-3.272,-2.2689,-3.922,-341.8,219.12,-1.752,0,0,0,0,0.8664,-10.15906,-10.15906,-0.909,-1.13,0.684,-3.03,73.78,-1.823,-0.7026,44.29,100.00,0,0,231.43,0,0,0,0,0,0,0.0000,13702,0.0000,30,7.000,265.70,0.0000,0,0,0,0,0,0.0000,0,25.269,25.269,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-53.77,-53.77,-37.69,-37.69,13,-109.73,-62.05,-167.92,-53.72,3.0000,-126.00,43.91,100,21.327,2.260,71.98,40.58,0.0000,1,100.00,0,0.0000,0,0.0000,8554,3860,7627,4701,297.762,308.36,302.224,308.395,31.689,26.6657,32.532,30.9485,319.999993000,319.999993000,319.999993000,319.999993000,99.7607,100.00000,99.7332,99.8746,-4.233,-4.073,-2.3988,-2.1167,-0.2386,-0.1139,1.24,2.29,111.553,80.161,116.822,106.929,99.299,70.068,108.655,98.614,95.210,64.954,101.748,90.692,91.348,62.346,94.439,83.564,3.808,-3.691,0.06445,0.13039,0,228.41,224.99,231.96,230.34,-359,21
9721,9721,9721,284.6,0,1,1,1,1,1,0,0,0,100,1,1.02239,12,0,-0.8910,30.009,56.999999000,0.00,12,12,12,12,-2.265,0.6561,0.442,199.01,-1.9343,-3.386,-2.8443,-3.567,-266.7,230.95,-2.024,0,0,0,0,0.8967,-10.15906,-10.15906,-0.457,-0.44,-0.535,5.35,79.04,-1.237,-0.6242,7.83,100.00,0,0,246.35,0,0,0,0,0,0,0.0000,14585,0.0000,30,7.000,284.59,0.0000,0,0,0,0,0,0.0000,0,26.268,26.268,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-49.14,-49.14,-39.87,-39.87,13,-129.24,-2.94,-177.85,-1.70,3.0000,-127.00,0.05,100,16.762,5.217,68.27,51.40,0.0000,1,100.00,0,0.0000,0,0.0000,6324,3591,7457,6726,303.657,309.50,302.480,303.379,31.676,26.6068,32.521,30.9133,319.999993000,319.999993000,319.999993000,319.999993000,99.7527,100.00000,99.7251,99.8688,-1.013,-0.832,-1.2068,-0.9109,-0.0590,-0.0996,1.10,1.34,111.472,79.792,116.755,106.709,100.727,70.064,109.963,99.251,96.588,64.930,103.062,91.297,92.682,62.306,95.752,84.141,0.255,-0.111,0.07362,0.11171,0,243.88,242.97,246.35,246.07,-359,21
9803,9803,9803,305.3,0,1,1,1,1,1,0,0,0,100,1,1.06734,12,0,-0.8310,30.009,56.999999000,0.00,12,12,12,12,0.193,0.5237,-0.575,188.18,-2.7129,-2.545,-3.6837,-3.537,-185.4,228.61,-2.045,0,0,0,0,0.9295,-10.15906,-10.15906,-0.147,-1.69,0.011,0.62,84.80,0.066,-0.2286,-1.98,100.00,0,0,263.24,0,0,0,0,0,0,0.0000,15585,0.0000,30,7.000,305.27,0.0000,0,0,0,0,0,0.0000,0,27.261,27.261,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,111.11,-50.93,-50.93,-58.63,-58.63,13,-47.35,66.00,-160.44,181.03,3.0000,-128.00,-1.27,100,12.242,12.667,72.91,74.14,0.0000,1,100.00,0,0.0000,0,0.0000,4713,4862,9026,9182,307.231,304.74,298.639,297.173,31.632,26.5919,32.509,30.9013,319.999993000,319.999993000,319.999993000,319.999993000,99.7521,100.00000,99.7217,99.8655,0.031,0.260,-0.0402,0.1890,-0.0394,-0.0640,0.96,0.90,111.198,79.699,116.678,106.633,97.072,68.686,108.184,98.351,93.074,63.696,101.406,90.549,89.300,61.157,94.227,83.538,-0.024,0.260,0.06394,0.06058,0,260.98,261.12,263.09,263.09,-359,21
9890,9890,9890,322.0,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,-0.7950,30.009,56.999999000,0.00,12,12,12,12,0.977,0.4180,0.547,177.38,-2.8167,-2.311,-4.1518,-3.701,-98.3,225.91,-2.031,0,0,0,0,0.9646,-10.15906,-10.15906,-0.073,2.92,0.411,3.98,89.45,0.217,-0.2678,-9.99,100.00,0,0,277.47,0,0,0,0,0,0,0.0000,16428,0.0000,30,7.000,322.04,0.0000,0,0,0,0,0,0.0000,0,28.260,28.260,30.009,12.788,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,4.0000,83.33,-61.06,-61.06,-69.45,-69.45,13,-52.42,153.37,-146.54,228.61,3.0000,-128.99,-4.05,100,14.650,17.639,80.91,87.01,0.0000,1,100.00,0,0.0000,0,0.0000,6780,7771,9110,9920,302.177,296.40,298.560,295.419,31.597,26.6139,32.518,30.9205,319.999993000,319.999993000,319.999993000,319.999993000,99.7514,100.00000,99.7181,99.8618,0.239,0.708,0.1804,0.3747,-0.0226,-0.1029,1.05,0.73,110.982,79.837,116.738,106.753,93.689,68.115,106.768,98.001,89.808,63.209,100.022,90.256,86.144,60.739,92.879,83.302,-0.302,0.756,0.04445,0.02644,0,274.85,275.58,277.28,277.28,-359,21
9982,9982,9982,334.4,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0000,29.249,56.999999000,0.00,12,12,12,12,-0.510,0.3345,-0.429,177.10,-2.5527,-2.590,-3.9940,-3.923,-7.4,229.36,-2.024,0,0,0,0,0.0012,-10.15906,-10.15906,-0.109,-3.10,0.172,2.86,92.90,-0.191,-0.0270,1.22,100.00,0,0,287.66,0,0,0,0,0,0,0.0000,17031,0.0000,30,7.000,334.43,0.0000,0,0,0,0,0,0.0000,0,0.012,0.012,29.249,16.461,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,111.11,-59.81,-59.81,-71.51,-71.51,13,-113.11,83.20,-214.97,188.04,4.0000,-129.99,0.02,100,16.887,14.648,85.95,83.72,0.0000,1,100.00,0,0.0000,0,0.0000,7102,6908,9865,10317,301.113,298.85,296.813,294.518,31.558,26.6746,32.535,30.9582,319.999993000,319.999993000,319.999993000,319.999993000,99.7482,100.00000,99.7124,99.8554,-0.344,0.070,-0.2379,-0.0564,-0.0501,-0.0521,0.83,0.88,110.737,80.216,116.844,106.989,91.806,69.776,106.475,99.076,87.939,64.829,99.624,91.266,84.289,62.407,92.376,84.253,0.251,0.182,0.02969,0.03666,0,285.64,285.53,287.57,287.57,-359,21
10076,10076,10076,346.2,0,1,1,1,1,1,0,0,0,100,1,1.24300,12,0,0.0270,29.249,56.999999000,0.00,12,12,12,12,-0.149,0.2995,1.579,171.44,-2.6874,-2.355,-4.0768,-3.833,87.2,231.32,-2.057,0,0,0,0,0.0392,-10.15906,-10.15906,-0.134,7.73,0.112,-5.41,96.17,-0.025,-0.1481,1.63,100.00,0,0,297.65,0,0,0,0,0,0,0.0000,17623,0.0000,30,7.000,346.20,0.0000,0,0,0,0,0,0.0000,0,1.011,1.011,29.249,16.461,0.0000,150,968.10656,18800,79.999998000,79.999998000,149.999991000,149.999991000,386,0,0.0000,1,3.0000,83.33,-68.93,-68.93,-74.50,-74.50,13,-157.32,142.43,-226.91,231.05,4.0000,-130.99,0.58,100,18.214,18.779,85.55,85.51,0.0000,1,100.00,0,0.0000,0,0.0000,9310,9193,10790,11456,295.274,291.55,295.439,291.991,31.534,26.7396,32.555,31.0005,319.999993000,319.999993000,319.999993000,319.999993000,99.7468,100.00000,99.7085,99.8515,-0.307,0.287,-0.1218,0.0590,-0.0518,-0.0529,0.75,0.82,110.589,80.622,116.967,107.254,89.018,69.166,104.955,98.493,85.239,64.302,98.130,90.730,81.674,61.938,90.910,83.756,0.331,0.262,0.03104,0.03145,0,295.78,295.65,297.62,297.62,-359,21
